open,high,low,close,mean,rmean,rstd,rskew,rkurt,vmean,vstd,vskew,vkurt,vsum,osum,omean,VWAP,hdis,ldis,hlchange,roc,bias,corr,price
1.0023013353347778,1.0046802759170532,1.0023013353347778,1.003645896911621,1.0037224292755127,3.4422446333337575e-05,0.0003193506854586303,-0.3100571632385254,-0.650434136390686,79.475,118.37510728882584,2.117160228982397,4.627644133141601,3179.0,110.0,28.9,1.0035039891458675,20.0,39.0,0.0023734569549560547,0.0013414621353149414,0.9999237656593323,-0.2599706101288732,-1.0
0.9998243451118469,1.0008281469345093,0.9997239708900452,1.0006273984909058,1.0002062320709229,-0.0001001397758955136,0.0007194103673100471,-5.016627788543701,26.6099796295166,42.96666666666667,77.81520254504538,1.9897990708657238,2.8324025487102342,1289.0,57.0,22.614035087719298,1.000274191122817,2.0,26.0,0.0011044740676879883,0.0008032321929931641,1.0004210472106934,0.12794620987630245,-1.0
1.0002154111862183,1.0004547834396362,0.9973911643028259,0.9976783990859985,0.9992039203643799,-0.00011797666229540482,0.0003908918297383934,1.1954973936080933,1.1029640436172485,86.44,113.58700042992008,1.3003103537354557,0.709762957733675,2161.0,68.0,31.779411764705884,0.9988935346241518,22.0,1.0,-0.0030622482299804688,-0.002536475658416748,0.9984732866287231,-0.2639174980099916,1.0
1.000231385231018,1.000231385231018,0.997972309589386,0.997972309589386,0.999019980430603,1.9943714505643584e-05,0.0008007556316442788,2.4152495861053467,7.6624345779418945,130.8,144.82856861032042,1.4593078755319837,1.216010817152208,1962.0,59.0,33.25423728813559,0.998779585510948,14.0,0.0,-0.0022585391998291016,-0.0022585391998291016,0.9989513158798218,-0.3192682293119733,1.0
1.000023365020752,1.000023365020752,0.9992309212684631,0.9997491240501404,0.9996182918548584,8.09674893389456e-05,0.0004800181486643851,3.4888131618499756,14.896931648254395,81.4090909090909,117.91468226803775,1.279934597961315,0.1778910105707605,1791.0,89.0,20.123595505617978,0.9995837497817678,21.0,19.0,-0.0007924437522888184,-0.00027424097061157227,1.0001308917999268,-0.13712640985603428,-1.0
0.9991883039474487,0.9998167157173157,0.9963604211807251,0.9975125193595886,0.9981374144554138,-8.59040446812287e-05,0.0006922339089214802,0.8370407223701477,-0.0358574204146862,130.57692307692307,133.21176316734886,0.983942383248963,-0.03914625047859577,3395.0,97.0,35.0,0.9981496413080612,18.0,6.0,-0.0034569501876831055,-0.0016771554946899414,0.9993739128112793,0.011547202013641301,-1.0
0.9948812127113342,0.9997198581695557,0.9936587810516357,0.9974787831306458,0.9965434670448303,-4.137937708037498e-07,0.0006994832656346262,-0.9739065766334534,2.5961713790893555,43.82692307692308,61.493733509481615,2.0938503599423437,5.746254180805938,2279.0,114.0,19.99122807017544,0.9966221545390154,10.0,45.0,0.006099700927734375,0.002610921859741211,1.0009385347366333,0.031769182931098594,1.0
0.9978833794593811,1.0031079053878784,0.9970528483390808,1.0031079053878784,0.9998055100440979,0.00020106349256820977,0.0003575586888473481,0.340944766998291,1.1962242126464844,42.17857142857143,82.94132400385966,2.420453794869441,5.425932281144125,1181.0,58.0,20.362068965517242,0.9998147542652288,0.0,21.0,0.006072998046875,0.005235552787780762,1.003303050994873,0.0025425264500464565,-1.0
1.0002151727676392,1.0024149417877197,0.9999282956123352,1.0024149417877197,1.0014058351516724,-1.5244218957377598e-05,0.0004745826590806246,-5.1540703773498535,31.685199737548828,41.51111111111111,75.06652268676649,2.4663733161079686,7.062654771082954,1868.0,85.0,21.976470588235294,1.0012958003826264,1.0,43.0,0.0024868249893188477,0.0021992921829223633,1.0010076761245728,-0.08720031324009156,-1.0
1.0003525018692017,1.00159752368927,0.9984979033470154,1.0001192092895508,1.000011920928955,-3.5764649510383606e-05,0.0003516098076943308,-2.954751968383789,16.454132080078125,80.234375,111.7590580381359,1.3800268331156944,1.1777928198958323,5135.0,186.0,27.607526881720432,1.0002166255307408,18.0,45.0,0.0031043291091918945,-0.00023323297500610352,1.0001072883605957,0.2031411674874249,1.0
